@relation german_credit-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute purpose {'new car','used car',furniture/equipment,radio/tv,'domestic appliance',repairs,education,vacation,retraining,business,other}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute employment {unemployed,<1,1<=X<4,4<=X<7,>=7}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank,stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute class {good,bad}

@data
'no checking',0.294118,'critical/other existing credit','new car',0.09299,>=1000,>=7,1,'male single',none,1,'real estate',0.732143,none,own,0,skilled,0,yes,yes,good
0<=X<200,0.117647,'no credits/all paid',retraining,0.063827,<100,1<=X<4,0.333333,'male single',none,0.333333,'real estate',0.214286,none,own,0,'unskilled resident',0,yes,yes,good
0<=X<200,0.117647,'existing paid','new car',0.032244,100<=X<500,<1,1,'female div/dep/mar',none,0.333333,'life insurance',0.071429,bank,own,0,'unskilled resident',0,none,yes,bad
0<=X<200,0.235294,'existing paid','used car',0.342137,'no known savings',unemployed,0,'male div/sep',none,1,'real estate',0.732143,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.205882,'existing paid',business,0.093045,>=1000,1<=X<4,1,'male single',none,0.333333,'life insurance',0.285714,none,own,0,'unskilled resident',0,yes,yes,good
'no checking',0.264706,'existing paid',radio/tv,0.133432,500<=X<1000,>=7,0.666667,'male single',none,1,car,0.375,none,own,0,skilled,0,none,yes,good
'no checking',0.647059,'critical/other existing credit','used car',0.137614,'no known savings',>=7,1,'male single',none,0.666667,car,0.339286,none,own,0.333333,skilled,1,yes,yes,good
0<=X<200,0.647059,'delayed previously',education,0.328711,<100,>=7,1,'male single',none,1,'no known property',0.553571,none,'for free',0,skilled,0,none,yes,bad
<0,0.529412,'critical/other existing credit',education,0.316276,<100,1<=X<4,1,'male single',none,0.666667,'no known property',0.142857,bank,own,0,skilled,0,yes,yes,bad
0<=X<200,0.25,'existing paid',business,0.051612,<100,>=7,0.333333,'female div/dep/mar',none,1,'life insurance',0.357143,none,own,0,skilled,1,none,yes,bad
'no checking',0.294118,'existing paid','used car',0.333608,'no known savings',>=7,0.666667,'male single',none,1,car,0.392857,none,own,0,'high qualif/self emp/mgmt',1,yes,yes,good
'no checking',0.029412,'critical/other existing credit',furniture/equipment,0.053428,'no known savings',1<=X<4,0,'male mar/wid',none,0.333333,'life insurance',0.142857,none,own,0.333333,skilled,0,none,yes,good
>=200,0.294118,'existing paid',furniture/equipment,0.145373,<100,>=7,0.666667,'male div/sep',none,1,'no known property',0.571429,none,'for free',0,skilled,0,none,yes,good
'no checking',0.294118,'existing paid',furniture/equipment,0.154727,500<=X<1000,>=7,1,'male single',none,0.666667,'no known property',0.232143,none,rent,0,skilled,0,yes,yes,good
'no checking',0.073529,'existing paid',furniture/equipment,0.112854,100<=X<500,<1,0.333333,'female div/dep/mar',none,1,'life insurance',0.053571,none,rent,0,skilled,0,none,yes,good
<0,0.205882,'existing paid','used car',0.399527,'no known savings',>=7,0,'male single',none,1,'life insurance',0.571429,none,'for free',0,skilled,1,yes,yes,bad
'no checking',0.117647,'critical/other existing credit',furniture/equipment,0.055464,<100,<1,0.333333,'female div/dep/mar',none,1,'life insurance',0.053571,none,rent,0.333333,'unskilled resident',0,none,yes,good
'no checking',0.294118,'delayed previously','new car',0.025696,'no known savings',>=7,1,'male mar/wid',none,1,car,0.625,none,own,0.333333,skilled,0,yes,yes,good
0<=X<200,0.073529,'existing paid','new car',0.071476,'no known savings',<1,1,'male single',none,0.333333,'real estate',0.285714,none,own,0,'unemp/unskilled non res',0,none,yes,good
'no checking',0.294118,'critical/other existing credit',education,0.074117,<100,>=7,1,'male single',none,1,'no known property',0.625,none,'for free',0.333333,skilled,1,none,yes,good
0<=X<200,0.205882,'critical/other existing credit',radio/tv,0.085012,<100,>=7,0.666667,'female div/dep/mar',guarantor,1,'real estate',0.517857,bank,rent,0.333333,'unskilled resident',0,yes,yes,good
<0,0.235294,'critical/other existing credit',furniture/equipment,0.221305,<100,>=7,0,'female div/dep/mar',none,1,'life insurance',0.089286,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.117647,'critical/other existing credit',radio/tv,0.039947,'no known savings',>=7,1,'male single',none,1,car,0.285714,none,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.117647,'existing paid','new car',0.397381,'no known savings',unemployed,0,'female div/dep/mar',none,0.333333,'real estate',0.089286,none,rent,0,'unemp/unskilled non res',0,none,yes,good
<0,0.470588,'existing paid','new car',0.496368,<100,4<=X<7,0.333333,'male single',none,0,car,0.089286,none,own,0,skilled,0,yes,yes,bad
0<=X<200,0.029412,'existing paid',radio/tv,0.018708,<100,<1,0.666667,'male mar/wid',none,0.666667,'real estate',0.125,none,own,0,'unskilled resident',0,none,no,good
'no checking',0.117647,'critical/other existing credit',radio/tv,0.037416,'no known savings',>=7,1,'male single',none,1,'real estate',0.821429,none,own,1,skilled,0,none,yes,good
0<=X<200,0.558824,'all paid','used car',0.497029,<100,unemployed,0,'male single',none,0.333333,'no known property',0.642857,bank,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.161765,'no credits/all paid','new car',0.084076,<100,<1,0.333333,'female div/dep/mar',none,0,'real estate',0.125,none,rent,0.333333,'unemp/unskilled non res',0,none,yes,bad
0<=X<200,0.058824,'existing paid',business,0.036151,<100,<1,0.666667,'male mar/wid',none,0.333333,'real estate',0.125,none,own,0,skilled,0,yes,yes,good
0<=X<200,0.029412,'existing paid',radio/tv,0.012876,<100,4<=X<7,0.666667,'male mar/wid',guarantor,0.666667,'real estate',0.160714,bank,own,0,'unskilled resident',0,none,yes,good
<0,0.470588,'critical/other existing credit','used car',0.516067,<100,4<=X<7,1,'male single',none,1,car,0.089286,none,own,0.333333,skilled,0,yes,yes,bad
<0,0.647059,'existing paid','domestic appliance',0.154121,<100,1<=X<4,0.666667,'male single',none,1,car,0.625,none,own,0,skilled,0,none,yes,bad
<0,0.647059,'existing paid','new car',0.202542,<100,4<=X<7,1,'male single',none,1,'no known property',0.482143,none,'for free',0,skilled,1,none,yes,bad
0<=X<200,0.470588,'delayed previously','new car',0.39518,<100,1<=X<4,0.333333,'female div/dep/mar',none,0.333333,'life insurance',0.625,none,rent,0,skilled,0,none,yes,good
'no checking',0.029412,'existing paid','domestic appliance',0.059866,500<=X<1000,1<=X<4,0,'male div/sep',none,1,'real estate',0.767857,none,own,0,skilled,0,none,yes,good
'no checking',0.029412,'critical/other existing credit',radio/tv,0.071751,<100,4<=X<7,0,'female div/dep/mar',none,0.333333,car,0.089286,none,rent,0.333333,skilled,0,yes,yes,good
<0,0.470588,'existing paid',other,0.858754,<100,unemployed,0.333333,'male div/sep','co applicant',0.666667,car,0.428571,none,own,0,'high qualif/self emp/mgmt',0,none,yes,good
<0,0.205882,'existing paid',radio/tv,0.060251,<100,1<=X<4,1,'male mar/wid',none,0.666667,'real estate',0.125,bank,own,0,skilled,0,none,yes,bad
'no checking',0.117647,'existing paid','new car',0.046825,<100,1<=X<4,0.666667,'male mar/wid',none,0.333333,'real estate',0.142857,none,own,0.333333,skilled,0,yes,yes,good
>=200,0.117647,'existing paid',radio/tv,0.152195,<100,1<=X<4,0.666667,'male mar/wid',none,0,car,0.089286,none,own,0,skilled,0,none,yes,good
<0,0.470588,'existing paid',furniture/equipment,0.135468,<100,>=7,0.333333,'male single',none,0.333333,'life insurance',0.392857,bank,own,0,skilled,1,none,yes,bad
<0,0.058824,'critical/other existing credit','new car',0.026466,<100,>=7,1,'male single',none,1,'real estate',0.5,none,own,0.333333,'unskilled resident',0,none,yes,good
'no checking',0.205882,'critical/other existing credit',furniture/equipment,0.194234,<100,<1,0.666667,'male div/sep',none,0.333333,car,0.285714,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
<0,0.25,'critical/other existing credit','new car',0.074392,<100,>=7,1,'male mar/wid',none,0.666667,car,0.196429,none,own,0.333333,skilled,0,yes,yes,good
<0,0.205882,'critical/other existing credit','new car',0.204468,<100,>=7,0,'female div/dep/mar',none,1,'real estate',0.25,bank,rent,0.666667,skilled,0,yes,yes,bad
'no checking',0.205882,'no credits/all paid',business,0.215418,<100,1<=X<4,0.333333,'male single',none,0.333333,car,0.303571,stores,own,0.333333,skilled,1,none,yes,bad
<0,0.470588,'existing paid','used car',0.444866,'no known savings',>=7,0.666667,'male single',none,1,'no known property',0.5,none,'for free',0,skilled,0,none,yes,bad
0<=X<200,0.647059,'delayed previously',business,0.353857,'no known savings',1<=X<4,1,'male single',none,1,'no known property',0.339286,none,'for free',0,skilled,1,yes,yes,good
'no checking',0.294118,'delayed previously',business,0.116925,500<=X<1000,1<=X<4,1,'male single',none,0.333333,car,0.446429,none,own,0.333333,skilled,1,yes,yes,good
<0,0.205882,'existing paid','new car',0.053153,<100,<1,1,'female div/dep/mar',none,0.666667,car,0.071429,none,rent,0,skilled,0,yes,yes,bad
<0,0.602941,'no credits/all paid',business,0.636404,<100,>=7,0.333333,'male single',none,1,car,0.178571,none,rent,0.333333,skilled,0,none,yes,bad
0<=X<200,0.294118,'existing paid',radio/tv,0.265984,'no known savings',>=7,0.333333,'female div/dep/mar',none,1,car,0.410714,none,own,0,skilled,0,yes,yes,good
>=200,0.161765,'existing paid',radio/tv,0.114284,<100,<1,0.333333,'female div/dep/mar',none,0.666667,'real estate',0.107143,none,own,0,'unskilled resident',0,none,yes,bad
<0,0.117647,'no credits/all paid','new car',0.04578,<100,1<=X<4,1,'male single',none,1,car,0.517857,bank,own,0.333333,skilled,0,none,yes,bad
'no checking',0.117647,'existing paid',radio/tv,0.034995,'no known savings',1<=X<4,1,'female div/dep/mar',none,0.333333,car,0.035714,none,own,0,skilled,0,none,yes,good
'no checking',0,'existing paid',furniture/equipment,0.019313,<100,<1,0,'female div/dep/mar',none,0.666667,'real estate',0.071429,none,rent,0,'unskilled resident',1,none,yes,good
<0,0.294118,'critical/other existing credit','used car',0.148949,<100,>=7,1,'male single',none,1,'life insurance',0.785714,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.294118,'critical/other existing credit',radio/tv,0.129911,<100,>=7,1,'male mar/wid','co applicant',0.666667,'real estate',0.482143,none,own,0.333333,skilled,0,none,yes,good
<0,0.470588,'existing paid',furniture/equipment,0.271212,<100,4<=X<7,1,'male single',none,0.333333,'life insurance',0.178571,none,own,0,skilled,0,none,yes,bad
'no checking',0.25,'delayed previously','used car',0.15093,<100,1<=X<4,0.666667,'male single',none,0.333333,'real estate',0.160714,stores,own,0.333333,'unskilled resident',0,none,yes,good
'no checking',0.205882,'existing paid',repairs,0.093155,<100,<1,1,'female div/dep/mar',none,1,'real estate',0.071429,none,own,0,skilled,0,none,yes,bad
'no checking',0.294118,'all paid',business,0.072026,<100,4<=X<7,1,'male single',none,1,car,0.553571,bank,own,0,skilled,0,yes,yes,good
'no checking',0.205882,'existing paid',furniture/equipment,0.174535,<100,>=7,1,'male single',none,1,'life insurance',0.5,bank,own,0.666667,skilled,1,yes,yes,good
0<=X<200,0.25,'existing paid',furniture/equipment,0.205018,'no known savings',4<=X<7,0.333333,'male single',none,0.666667,car,0.285714,none,own,0,skilled,0,yes,yes,good
'no checking',0.205882,'existing paid','new car',0.358259,'no known savings',1<=X<4,0.333333,'male single',none,1,car,0.875,none,rent,0.333333,skilled,0,none,yes,bad
'no checking',0.294118,'existing paid','new car',0.054969,<100,<1,1,'male mar/wid',none,0.333333,'real estate',0.160714,none,own,0,skilled,0,none,yes,good
<0,0.073529,'existing paid',radio/tv,0.061296,<100,4<=X<7,0.666667,'male single',none,1,'real estate',0.714286,none,own,0,skilled,0,none,yes,good
<0,0.117647,'existing paid',radio/tv,0.025256,<100,>=7,1,'male single',none,1,'real estate',0.678571,stores,own,0,'unskilled resident',0,none,yes,bad
<0,0.235294,'critical/other existing credit','new car',0.109222,<100,1<=X<4,1,'male mar/wid',guarantor,0.333333,'life insurance',0.25,bank,rent,0.333333,skilled,0,none,no,bad
'no checking',0.294118,'critical/other existing credit','used car',0.20865,'no known savings',4<=X<7,0.666667,'male single',none,1,'life insurance',0.428571,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.161765,'critical/other existing credit',radio/tv,0.067184,<100,1<=X<4,1,'male single',none,1,'no known property',0.285714,none,'for free',0.333333,skilled,0,yes,yes,good
<0,0.205882,'all paid','new car',0.065588,<100,4<=X<7,1,'male single',none,1,'no known property',0.232143,none,'for free',0.333333,'unskilled resident',1,none,yes,bad
'no checking',0.470588,'delayed previously','new car',0.584626,<100,>=7,0.333333,'male single',none,0.333333,car,0.464286,none,own,0.333333,skilled,1,yes,yes,good
'no checking',0.294118,'existing paid','new car',0.067349,100<=X<500,<1,1,'male mar/wid',none,0.666667,'real estate',0.25,none,own,0,skilled,0,yes,yes,good
'no checking',0.088235,'existing paid',retraining,0.035435,'no known savings',4<=X<7,1,'female div/dep/mar',none,0.666667,'life insurance',0.375,none,own,0,skilled,0,yes,yes,good
'no checking',0.161765,'critical/other existing credit',furniture/equipment,0.170188,<100,1<=X<4,1,'male single',none,0.333333,'no known property',0.160714,none,'for free',0,skilled,0,yes,yes,good
<0,0.161765,'existing paid','new car',0.204083,<100,1<=X<4,0.666667,'female div/dep/mar',none,0.333333,'life insurance',0.178571,none,own,0,skilled,0,yes,yes,bad
'no checking',0.073529,'existing paid','new car',0.183064,100<=X<500,1<=X<4,0,'male single',guarantor,0.333333,'real estate',0.125,none,rent,0,skilled,1,none,no,good
'no checking',0.294118,'critical/other existing credit','used car',0.305601,>=1000,1<=X<4,1,'male single',none,0.333333,'real estate',0.142857,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.205882,'delayed previously',business,0.10559,<100,1<=X<4,1,'male mar/wid',none,0.333333,car,0.160714,none,own,0,skilled,0,yes,yes,bad
<0,0.294118,'existing paid',radio/tv,0.120447,<100,<1,1,'female div/dep/mar',none,1,'real estate',0.285714,none,own,0,skilled,0,yes,yes,bad
'no checking',0.338235,'critical/other existing credit',furniture/equipment,0.235281,>=1000,<1,1,'male single',none,0.333333,'real estate',0.232143,stores,own,0.333333,'unskilled resident',1,yes,yes,good
'no checking',0.088235,'existing paid',furniture/equipment,0.107846,<100,1<=X<4,0.333333,'male single',none,0.333333,'real estate',0.107143,bank,rent,0,'unskilled resident',0,none,yes,bad
'no checking',0.161765,'existing paid',furniture/equipment,0.108452,500<=X<1000,1<=X<4,0.333333,'female div/dep/mar',none,1,car,0.017857,none,rent,0,skilled,0,none,yes,good
<0,0.205882,'existing paid',radio/tv,0.117696,<100,<1,1,'female div/dep/mar',none,0,car,0.142857,stores,own,0,skilled,0,none,yes,good
'no checking',0.117647,'critical/other existing credit',furniture/equipment,0.169528,<100,>=7,0.333333,'male single',none,1,'life insurance',0.410714,stores,own,0,skilled,0,none,yes,good
'no checking',0.470588,'existing paid',business,0.393914,'no known savings',>=7,0.666667,'male single',none,0.333333,'life insurance',0.321429,none,own,0.333333,skilled,0,none,yes,good
<0,0.117647,'existing paid',furniture/equipment,0.02212,<100,>=7,1,'female div/dep/mar',none,1,'life insurance',0.089286,none,rent,0,skilled,0,none,yes,good
'no checking',0.470588,'delayed previously',furniture/equipment,0.408716,500<=X<1000,4<=X<7,0.333333,'female div/dep/mar',none,1,car,0.375,none,own,0.333333,skilled,0,yes,yes,good
>=200,0.029412,'critical/other existing credit','new car',0.060141,<100,>=7,0,'male single',none,1,'real estate',0.482143,none,own,0.333333,skilled,1,none,no,good
<0,0.294118,'critical/other existing credit',business,0.062287,100<=X<500,4<=X<7,1,'male single',none,0,'real estate',0.125,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.161765,'existing paid','domestic appliance',0.034335,'no known savings',<1,1,'female div/dep/mar',none,0,'real estate',0.089286,none,own,0,skilled,0,none,yes,good
<0,0.117647,'existing paid',furniture/equipment,0.183779,<100,1<=X<4,0.333333,'male single','co applicant',0.333333,'life insurance',0.178571,none,own,0,'unskilled resident',1,none,yes,good
0<=X<200,0.102941,'critical/other existing credit','new car',0.058985,>=1000,1<=X<4,1,'female div/dep/mar',none,1,car,0.375,none,own,0.333333,skilled,0,none,yes,good
<0,0.205882,'all paid',radio/tv,0.09299,<100,<1,0.666667,'male single','co applicant',1,'no known property',0.303571,bank,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good
'no checking',0.470588,'existing paid',radio/tv,0.184054,<100,>=7,1,'male single',none,0.333333,car,0.160714,none,own,0,skilled,0,none,yes,good
<0,0.073529,'existing paid','new car',0.064488,<100,<1,0.666667,'male single',none,0.333333,'no known property',0.142857,none,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.382353,'critical/other existing credit',radio/tv,0.357214,'no known savings',4<=X<7,0.333333,'male single',none,0.666667,'life insurance',0.303571,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.294118,'existing paid','used car',0.416199,<100,4<=X<7,0.666667,'male single',none,0.666667,car,0.339286,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
'no checking',0.294118,'existing paid','used car',0.496699,'no known savings',1<=X<4,0.333333,'male div/sep',none,1,'no known property',0.517857,none,'for free',0,skilled,0,yes,yes,good
0<=X<200,0.382353,'critical/other existing credit','new car',0.106251,'no known savings',>=7,1,'male single',none,1,'real estate',0.303571,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.205882,'critical/other existing credit',radio/tv,0.04666,<100,unemployed,1,'female div/dep/mar',none,1,car,0.821429,none,own,0.333333,'unemp/unskilled non res',0,none,yes,good
0<=X<200,0.294118,'existing paid',furniture/equipment,0.209475,<100,4<=X<7,0.666667,'male div/sep',none,0.666667,car,0.428571,none,own,0,skilled,0,yes,yes,bad
<0,0.117647,'existing paid',education,0.029988,<100,<1,1,'female div/dep/mar',none,1,'life insurance',0.607143,none,own,0,skilled,0,none,yes,bad
0<=X<200,0.294118,'critical/other existing credit',business,0.141686,'no known savings',4<=X<7,1,'male single',none,0.666667,'no known property',0.267857,none,own,0.333333,skilled,1,yes,yes,good
0<=X<200,0.647059,'existing paid',business,0.848575,<100,1<=X<4,0.333333,'male single',none,0.333333,car,0.071429,none,own,0,skilled,0,yes,yes,bad
'no checking',0.470588,'critical/other existing credit','new car',0.350171,<100,>=7,1,'male single',none,1,car,0.267857,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
'no checking',0.352941,'all paid','used car',0.416749,'no known savings',<1,0.666667,'male single',guarantor,1,'real estate',0.375,bank,rent,0.333333,skilled,1,yes,yes,good
<0,0.338235,'critical/other existing credit',business,0.120612,<100,>=7,1,'male single',none,1,car,0.428571,stores,own,1,'high qualif/self emp/mgmt',1,yes,yes,good
'no checking',0.161765,'critical/other existing credit',radio/tv,0.086882,<100,>=7,1,'male single',none,1,car,0.482143,none,own,0.333333,skilled,0,yes,yes,good
<0,0.117647,'critical/other existing credit','new car',0.1057,<100,1<=X<4,1,'male single',none,1,'life insurance',0.339286,bank,own,0.333333,'unskilled resident',0,none,no,good
0<=X<200,0.470588,'critical/other existing credit','used car',0.305381,<100,1<=X<4,0.666667,'male single',none,1,car,0.267857,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.205882,'critical/other existing credit',radio/tv,0.050567,'no known savings',1<=X<4,1,'male single',none,0.666667,'life insurance',0.178571,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.470588,'delayed previously','used car',0.478541,'no known savings',4<=X<7,0.666667,'male single',none,0.333333,car,0.214286,stores,own,0,'high qualif/self emp/mgmt',1,yes,yes,good
<0,0.25,'existing paid',radio/tv,0.129636,<100,<1,1,'female div/dep/mar',none,1,'life insurance',0.160714,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good
'no checking',0.117647,'critical/other existing credit',furniture/equipment,0.073842,>=1000,4<=X<7,0.666667,'female div/dep/mar',none,0.333333,'life insurance',0.285714,none,own,0,skilled,0,none,no,good
'no checking',0.161765,'existing paid',furniture/equipment,0.106526,'no known savings',4<=X<7,0,'female div/dep/mar',none,1,'real estate',0.25,bank,rent,0,'unskilled resident',0,none,yes,good
<0,0.205882,'existing paid',furniture/equipment,0.214757,<100,1<=X<4,0.333333,'male single','co applicant',0.666667,car,0.410714,none,own,0,skilled,0,none,yes,bad
<0,0.176471,'critical/other existing credit','new car',0.130681,<100,>=7,0.333333,'male single',guarantor,1,'life insurance',0.428571,bank,rent,0,skilled,0,yes,yes,bad
'no checking',0.235294,'critical/other existing credit','new car',0.178002,'no known savings',<1,0.333333,'male div/sep',none,1,'real estate',0.446429,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.470588,'critical/other existing credit','used car',0.562727,'no known savings',>=7,0.333333,'male single',none,1,'no known property',0.410714,none,'for free',0.333333,skilled,0,none,yes,good
'no checking',0.161765,'existing paid',radio/tv,0.062507,'no known savings',1<=X<4,1,'male mar/wid',none,0.333333,'real estate',0.375,none,rent,0,skilled,0,yes,yes,good
'no checking',0.294118,'existing paid',radio/tv,0.056564,<100,>=7,1,'male single',none,0,'real estate',0.303571,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
<0,0.117647,'existing paid',radio/tv,0.047155,<100,1<=X<4,0.333333,'male single',none,0.333333,'real estate',0.017857,none,rent,0,'high qualif/self emp/mgmt',1,yes,yes,good
<0,0.25,'existing paid','new car',0.193298,'no known savings',4<=X<7,0.333333,'male single','co applicant',0.333333,'real estate',0.089286,none,own,0,'unskilled resident',0,none,no,good
0<=X<200,0.470588,'existing paid',education,0.190437,'no known savings',1<=X<4,0.333333,'male mar/wid',none,0.333333,car,0.142857,none,own,0,skilled,0,none,yes,good
'no checking',0.161765,'delayed previously','used car',0.183999,<100,<1,0,'female div/dep/mar',none,0.333333,'life insurance',0.482143,none,own,0.333333,'unskilled resident',0,none,yes,good
0<=X<200,0.073529,'existing paid','new car',0.162045,'no known savings',1<=X<4,0,'female div/dep/mar',none,0.333333,'real estate',0.25,none,own,0,'unskilled resident',0,none,yes,good
'no checking',0.470588,'delayed previously',radio/tv,0.231319,<100,1<=X<4,1,'female div/dep/mar',none,1,'real estate',0.267857,none,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.294118,'critical/other existing credit',furniture/equipment,0.246836,<100,<1,0.333333,'female div/dep/mar',none,1,car,0.107143,bank,own,0,'unskilled resident',0,none,yes,bad
0<=X<200,0.382353,'existing paid',radio/tv,0.15082,'no known savings',>=7,0.333333,'female div/dep/mar',none,1,car,0.107143,none,own,0,skilled,0,none,yes,good
'no checking',0.102941,'existing paid',business,0.104105,>=1000,>=7,0,'male div/sep',none,0.333333,'real estate',0.160714,none,own,0,skilled,0,yes,yes,good
<0,0.294118,'all paid',business,0.160174,<100,1<=X<4,1,'male single',none,0.333333,'life insurance',0.214286,none,rent,0,skilled,0,yes,yes,bad
0<=X<200,0.647059,'no credits/all paid',other,1,<100,1<=X<4,0,'female div/dep/mar',none,0.333333,'life insurance',0.232143,bank,own,0,'high qualif/self emp/mgmt',0,yes,no,bad
'no checking',0.088235,'existing paid','used car',0.142951,100<=X<500,1<=X<4,0,'male single','co applicant',0.333333,'real estate',0.232143,none,own,0,skilled,1,none,yes,good
<0,0.029412,'existing paid','new car',0.805877,<100,>=7,0,'male single',none,1,'no known property',0.875,bank,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad
<0,0.294118,'existing paid',furniture/equipment,0.116045,100<=X<500,unemployed,0,'male div/sep',none,0,'life insurance',0.25,none,own,0,skilled,0,none,yes,bad
<0,0.294118,'existing paid',furniture/equipment,0.170298,<100,>=7,1,'male single',none,0.333333,'life insurance',0.357143,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.205882,'critical/other existing credit',furniture/equipment,0.086222,<100,1<=X<4,1,'female div/dep/mar',none,0.333333,'no known property',0.160714,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.647059,'delayed previously',radio/tv,0.687741,500<=X<1000,4<=X<7,1,'male single',none,0,car,0.321429,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
<0,0.073529,'existing paid',radio/tv,0.061406,<100,<1,0.666667,'female div/dep/mar',none,1,'life insurance',0.053571,none,rent,0,skilled,0,none,yes,bad
0<=X<200,0.117647,'existing paid','new car',0.096401,<100,4<=X<7,0.666667,'male single',none,1,'life insurance',0.196429,none,rent,0,skilled,1,yes,yes,good
<0,0.294118,'all paid',furniture/equipment,0.364367,<100,<1,0.333333,'male div/sep',none,0,'life insurance',0.642857,bank,own,0,skilled,0,yes,yes,bad
<0,0.117647,'all paid','new car',0.024596,<100,<1,1,'male single',none,0.333333,car,0.482143,bank,own,0.333333,skilled,0,yes,yes,bad
<0,0.205882,'critical/other existing credit',furniture/equipment,0.043964,<100,<1,1,'female div/dep/mar',none,1,'life insurance',0.035714,none,rent,0,skilled,0,none,yes,good
<0,0.647059,'existing paid','used car',0.552823,<100,4<=X<7,1,'male single',none,1,'no known property',0.357143,stores,'for free',0.666667,skilled,1,yes,yes,bad
'no checking',0.382353,'existing paid',radio/tv,0.088973,'no known savings',>=7,1,'male single',none,1,car,0.696429,none,own,0,skilled,0,yes,yes,good
<0,0.117647,'delayed previously','new car',0.060196,<100,1<=X<4,1,'male single',none,0.333333,'real estate',0.428571,none,own,0.333333,'unskilled resident',1,none,yes,good
<0,0.294118,'existing paid',furniture/equipment,0.08237,<100,<1,1,'male single','co applicant',0,'life insurance',0.089286,none,own,0,'unskilled resident',0,none,no,good
0<=X<200,0.073529,'existing paid',radio/tv,0.078134,<100,<1,1,'female div/dep/mar',none,0.333333,car,0.053571,none,own,0,skilled,0,yes,yes,bad
'no checking',0.073529,'critical/other existing credit','new car',0.053593,<100,1<=X<4,0.666667,'male single',none,0,'real estate',0.196429,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.117647,'critical/other existing credit',radio/tv,0.014966,500<=X<1000,>=7,1,'male single',none,1,'life insurance',0.410714,none,own,0.333333,skilled,1,yes,yes,good
<0,0.117647,'existing paid',radio/tv,0.06867,<100,1<=X<4,1,'female div/dep/mar',none,0,car,0.071429,bank,own,0,skilled,0,none,yes,good
0<=X<200,0.382353,'delayed previously',radio/tv,0.091834,100<=X<500,<1,1,'male single',none,0.666667,'no known property',0.196429,stores,own,0.333333,'high qualif/self emp/mgmt',0,none,yes,bad
>=200,0.073529,'existing paid',radio/tv,0.027237,<100,1<=X<4,0.666667,'female div/dep/mar',none,0.333333,'real estate',0.160714,none,own,0,'unskilled resident',0,none,yes,bad
0<=X<200,0.029412,'existing paid',radio/tv,0.099758,<100,<1,1,'male mar/wid',none,0.666667,car,0.196429,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.823529,'existing paid',education,0.332233,<100,1<=X<4,1,'male single',none,1,'no known property',0.410714,none,'for free',0,skilled,0,none,yes,bad
'no checking',0.294118,'critical/other existing credit','used car',0.362716,'no known savings',1<=X<4,0.333333,'male single',none,1,'life insurance',0.482143,none,own,0.333333,'high qualif/self emp/mgmt',1,yes,yes,good
